Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
vote,1,weka.classifiers.trees.J48,'-O -U -M 2',-217733168393644444,2.0240312134299997E7,22.0,413.0,395.0,18.0,0.0,95.64164648910412,4.358353510895884,0.0,0.9088210763871853,0.06829554626164794,0.21245186643524736,14.203639415557179,43.56891668050412,398.3347955081161,12918.590767801172,-12520.255972293056,0.9644910302859954,31.279880793707438,-30.315389763421443,343.6025473245411,0.8319674269359348,86.25973708529315,0.9488188976377953,241.0,0.031446540880503145,5.0,0.9685534591194969,154.0,0.051181102362204724,13.0,0.9796747967479674,0.9488188976377953,0.964,0.9095682260062254,0.9683306096171941,0.9751751906037887,0.9564164648910412,0.039044108133749034,0.960955891866251,0.043583535108958835,0.9575306364770017,0.9564164648910412,0.95660256391212,0.9095682260062254,0.9683306096171942,0.9531673008011343,0.9543926380368097,0.9564164648910412,0.0,0.0,0.0,0.0,0.0,0.0,5855.0,7067.0,71582.0,97.09443099273608,55.205811138014525,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
vote,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0240312134299997E7,22.0,413.0,395.0,18.0,0.0,95.64164648910412,4.358353510895884,0.0,0.9088210763871853,0.08267664538851002,0.19961442030842697,17.194521802159304,40.93625625687649,398.3347955081161,2224.533996679649,-1826.199201171533,0.9644910302859954,5.386280863631112,-4.421789833345117,336.37584410892896,0.8144693561959538,84.44550862794894,0.9488188976377953,241.0,0.031446540880503145,5.0,0.9685534591194969,154.0,0.051181102362204724,13.0,0.9796747967479674,0.9488188976377953,0.964,0.9095682260062254,0.9671420789382459,0.9718487284864857,0.9564164648910412,0.039044108133749034,0.960955891866251,0.043583535108958835,0.9575306364770017,0.9564164648910412,0.95660256391212,0.9095682260062254,0.9671420789382459,0.9498246883441327,0.9543926380368097,0.9564164648910412,0.0,0.0,0.0,0.0,0.0,0.0,5491.0,7067.0,71582.0,99.51573849878935,71.5496368038741,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0
